조합,조건수,발생횟수,승리횟수,승률(%),평균수익률(%),구성지표
EMA10>EMA50 + Price>SMA20 + Price>SMA200,3,1137,876,77.04,2.97,EMA10>EMA50 + Price>SMA20 + Price>SMA200
SMA20>SMA100 + Price>SMA20 + Price>SMA200,3,1114,858,77.02,3.06,SMA20>SMA100 + Price>SMA20 + Price>SMA200
SMA5>SMA20 + SMA50>SMA200 + ADX>25,3,766,590,77.02,3.22,SMA5>SMA20 + SMA50>SMA200 + ADX>25
EMA5>EMA20 + Price>SMA200 + ADX>20_PlusDI>MinusDI,3,914,704,77.02,3.15,EMA5>EMA20 + Price>SMA200 + ADX>20_PlusDI>MinusDI
SMA5>SMA20 + SMA20>SMA100 + Price>EMA20,3,1218,938,77.01,2.93,SMA5>SMA20 + SMA20>SMA100 + Price>EMA20
ADX>20_PlusDI>MinusDI,1,1334,1027,76.99,2.79,ADX>20_PlusDI>MinusDI
EMA10>EMA50 + Stoch_Cross_Up + ADX>20_PlusDI>MinusDI,3,278,214,76.98,2.79,EMA10>EMA50 + Stoch_Cross_Up + ADX>20_PlusDI>MinusDI
EMA10>EMA50 + Price>EMA20,2,1416,1090,76.98,2.83,EMA10>EMA50 + Price>EMA20
SMA20>SMA100 + Price>SMA20 + Price>EMA20,3,1227,944,76.94,2.98,SMA20>SMA100 + Price>SMA20 + Price>EMA20
Price>SMA20 + Price>SMA200 + Price>EMA20,3,1162,894,76.94,2.94,Price>SMA20 + Price>SMA200 + Price>EMA20
SMA10>SMA50 + Price>SMA200 + Price>EMA20,3,1132,871,76.94,2.92,SMA10>SMA50 + Price>SMA200 + Price>EMA20
SMA5>SMA20 + RSI14_30_50,2,143,110,76.92,1.5,SMA5>SMA20 + RSI14_30_50
SMA10>SMA50 + SMA20>SMA100 + ThreeGreenDays,3,186,143,76.88,2.96,SMA10>SMA50 + SMA20>SMA100 + ThreeGreenDays
SMA20>SMA100 + Price>SMA20,2,1232,947,76.87,2.97,SMA20>SMA100 + Price>SMA20
SMA5>SMA20 + Price>SMA50 + Stoch_Cross_Up,3,389,299,76.86,2.54,SMA5>SMA20 + Price>SMA50 + Stoch_Cross_Up
SMA10>SMA50 + Price>SMA50 + ADX>25,3,1114,856,76.84,2.74,SMA10>SMA50 + Price>SMA50 + ADX>25
Price>SMA20 + Price>SMA200,2,1170,899,76.84,2.93,Price>SMA20 + Price>SMA200
SMA10>SMA50 + Price>SMA200 + ADX>20_PlusDI>MinusDI,3,892,685,76.79,3.08,SMA10>SMA50 + Price>SMA200 + ADX>20_PlusDI>MinusDI
SMA5>SMA20 + SMA10>SMA50 + Price>SMA200,3,1146,880,76.79,2.8,SMA5>SMA20 + SMA10>SMA50 + Price>SMA200
SMA5>SMA20 + SMA50>SMA200 + Price>SMA20,3,986,757,76.77,3.05,SMA5>SMA20 + SMA50>SMA200 + Price>SMA20
SMA5>SMA20 + SMA20>SMA100 + Price>SMA200,3,1140,875,76.75,2.92,SMA5>SMA20 + SMA20>SMA100 + Price>SMA200
SMA5>SMA20 + EMA10>EMA50 + Price>SMA200,3,1169,897,76.73,2.82,SMA5>SMA20 + EMA10>EMA50 + Price>SMA200
SMA20>SMA100 + EMA10>EMA50 + Price>SMA20,3,1220,936,76.72,2.95,SMA20>SMA100 + EMA10>EMA50 + Price>SMA20
SMA10>SMA50 + EMA5>EMA20 + Price>SMA50,3,1533,1176,76.71,2.61,SMA10>SMA50 + EMA5>EMA20 + Price>SMA50
SMA5>SMA20 + EMA10>EMA50 + Stoch_Cross_Up,3,352,270,76.7,2.66,SMA5>SMA20 + EMA10>EMA50 + Stoch_Cross_Up
SMA50>SMA200 + EMA10>EMA50 + VolSpike>1.5,3,163,125,76.69,3.77,SMA50>SMA200 + EMA10>EMA50 + VolSpike>1.5
SMA20>SMA100 + SMA50>SMA200 + VolSpike>1.5,3,163,125,76.69,3.8,SMA20>SMA100 + SMA50>SMA200 + VolSpike>1.5
SMA20>SMA100 + EMA10>EMA50 + ADX>20_PlusDI>MinusDI,3,986,756,76.67,3.08,SMA20>SMA100 + EMA10>EMA50 + ADX>20_PlusDI>MinusDI
MACD_Hist>0 + ADX>25,2,1167,894,76.61,2.84,MACD_Hist>0 + ADX>25
MACD>Signal + MACD_Hist>0 + ADX>25,3,1167,894,76.61,2.84,MACD>Signal + MACD_Hist>0 + ADX>25
MACD>Signal + ADX>25,2,1167,894,76.61,2.84,MACD>Signal + ADX>25
SMA10>SMA50 + EMA5>EMA20,2,1543,1182,76.6,2.61,SMA10>SMA50 + EMA5>EMA20
SMA5>SMA20 + Price>SMA200,2,1196,916,76.59,2.78,SMA5>SMA20 + Price>SMA200
SMA5>SMA20 + Price>SMA50 + Price>SMA200,3,1162,890,76.59,2.81,SMA5>SMA20 + Price>SMA50 + Price>SMA200
SMA50>SMA200 + Price>EMA20 + ADX>25,3,756,579,76.59,3.38,SMA50>SMA200 + Price>EMA20 + ADX>25
SMA5>SMA20 + SMA20>SMA100 + Stoch_Cross_Up,3,311,238,76.53,2.77,SMA5>SMA20 + SMA20>SMA100 + Stoch_Cross_Up
SMA50>SMA200 + Price>EMA20 + ADX>20_PlusDI>MinusDI,3,773,591,76.46,3.38,SMA50>SMA200 + Price>EMA20 + ADX>20_PlusDI>MinusDI
SMA10>SMA50 + Price>SMA20 + Stoch_Cross_Up,3,378,289,76.46,2.53,SMA10>SMA50 + Price>SMA20 + Stoch_Cross_Up
SMA5>SMA20 + EMA5>EMA20 + Price>SMA200,3,1181,903,76.46,2.79,SMA5>SMA20 + EMA5>EMA20 + Price>SMA200
SMA10>SMA50 + SMA20>SMA100 + Price>EMA20,3,1217,930,76.42,2.89,SMA10>SMA50 + SMA20>SMA100 + Price>EMA20
Price>SMA50 + Price>SMA200 + ADX>20_PlusDI>MinusDI,3,911,696,76.4,3.09,Price>SMA50 + Price>SMA200 + ADX>20_PlusDI>MinusDI
SMA20>SMA100 + ADX>20_PlusDI>MinusDI,2,1000,764,76.4,3.08,SMA20>SMA100 + ADX>20_PlusDI>MinusDI
SMA10>SMA50 + SMA50>SMA200 + Price>SMA20,3,940,718,76.38,3.09,SMA10>SMA50 + SMA50>SMA200 + Price>SMA20
EMA5>EMA20 + Price>SMA200 + Price>EMA20,3,1168,892,76.37,2.88,EMA5>EMA20 + Price>SMA200 + Price>EMA20
Price>SMA20 + BB_Squeeze + ADX>20_PlusDI>MinusDI,3,427,326,76.35,1.87,Price>SMA20 + BB_Squeeze + ADX>20_PlusDI>MinusDI
SMA5>SMA20 + Price>SMA200 + Stoch_Cross_Up,3,296,226,76.35,2.69,SMA5>SMA20 + Price>SMA200 + Stoch_Cross_Up
EMA5>EMA20 + Price>SMA20 + Stoch_Cross_Up,3,418,319,76.32,2.49,EMA5>EMA20 + Price>SMA20 + Stoch_Cross_Up
SMA20>SMA100 + Price>SMA200 + Price>EMA20,3,1136,867,76.32,3.01,SMA20>SMA100 + Price>SMA200 + Price>EMA20
EMA10>EMA50 + Price>SMA200 + Price>EMA20,3,1161,886,76.31,2.91,EMA10>EMA50 + Price>SMA200 + Price>EMA20
EMA5>EMA20,1,1692,1291,76.3,2.6,EMA5>EMA20
SMA50>SMA200 + MACD_Hist>0 + Stoch_Cross_Up,3,198,151,76.26,3.29,SMA50>SMA200 + MACD_Hist>0 + Stoch_Cross_Up
SMA50>SMA200 + MACD>Signal + Stoch_Cross_Up,3,198,151,76.26,3.29,SMA50>SMA200 + MACD>Signal + Stoch_Cross_Up
Price>SMA50 + Price>SMA200 + Price>EMA20,3,1162,886,76.25,2.9,Price>SMA50 + Price>SMA200 + Price>EMA20
SMA5>SMA20 + SMA20>SMA100 + Price>SMA50,3,1245,949,76.22,2.82,SMA5>SMA20 + SMA20>SMA100 + Price>SMA50
SMA20>SMA100 + EMA5>EMA20 + Price>EMA20,3,1240,945,76.21,2.9,SMA20>SMA100 + EMA5>EMA20 + Price>EMA20
Price>SMA200 + Price>EMA20,2,1189,906,76.2,2.88,Price>SMA200 + Price>EMA20
SMA5>SMA20 + SMA20>SMA100,2,1267,965,76.16,2.81,SMA5>SMA20 + SMA20>SMA100
EMA5>EMA20 + Price>SMA50,2,1584,1206,76.14,2.6,EMA5>EMA20 + Price>SMA50
Price>SMA50 + ADX>25,2,1148,874,76.13,2.71,Price>SMA50 + ADX>25
EMA5>EMA20 + Price>SMA200 + ADX>25,3,896,682,76.12,3.03,EMA5>EMA20 + Price>SMA200 + ADX>25
SMA5>SMA20 + SMA10>SMA50 + SMA20>SMA100,3,1235,940,76.11,2.78,SMA5>SMA20 + SMA10>SMA50 + SMA20>SMA100
Price>SMA50 + Stoch_Cross_Up + VolSpike>1.5,3,46,35,76.09,3.42,Price>SMA50 + Stoch_Cross_Up + VolSpike>1.5
Price>SMA20 + Stoch_Cross_Up + VolSpike>1.5,3,46,35,76.09,3.6,Price>SMA20 + Stoch_Cross_Up + VolSpike>1.5
SMA20>SMA100 + Price>SMA50 + Price>EMA20,3,1241,944,76.07,2.9,SMA20>SMA100 + Price>SMA50 + Price>EMA20
SMA5>SMA20 + SMA20>SMA100 + EMA5>EMA20,3,1257,956,76.05,2.81,SMA5>SMA20 + SMA20>SMA100 + EMA5>EMA20
SMA10>SMA50 + Price>EMA20 + Stoch_Cross_Up,3,384,292,76.04,2.49,SMA10>SMA50 + Price>EMA20 + Stoch_Cross_Up
SMA5>SMA20 + SMA20>SMA100 + EMA10>EMA50,3,1260,958,76.03,2.79,SMA5>SMA20 + SMA20>SMA100 + EMA10>EMA50
MACD>Signal + Stoch_Cross_Up + ADX>25,3,296,225,76.01,2.5,MACD>Signal + Stoch_Cross_Up + ADX>25
MACD_Hist>0 + Stoch_Cross_Up + ADX>25,3,296,225,76.01,2.5,MACD_Hist>0 + Stoch_Cross_Up + ADX>25
SMA20>SMA100 + SMA50>SMA200 + Price>SMA20,3,971,738,76.0,3.16,SMA20>SMA100 + SMA50>SMA200 + Price>SMA20
SMA20>SMA100 + Price>EMA20,2,1258,956,75.99,2.9,SMA20>SMA100 + Price>EMA20
EMA10>EMA50 + Price>SMA200 + ADX>20_PlusDI>MinusDI,3,933,709,75.99,3.04,EMA10>EMA50 + Price>SMA200 + ADX>20_PlusDI>MinusDI
SMA20>SMA100 + Stoch_Cross_Up + ADX>20_PlusDI>MinusDI,3,254,193,75.98,2.87,SMA20>SMA100 + Stoch_Cross_Up + ADX>20_PlusDI>MinusDI
SMA5>SMA20 + SMA50>SMA200 + Stoch_Cross_Up,3,258,196,75.97,2.87,SMA5>SMA20 + SMA50>SMA200 + Stoch_Cross_Up
SMA5>SMA20 + SMA50>SMA200 + Price>EMA20,3,990,752,75.96,3.0,SMA5>SMA20 + SMA50>SMA200 + Price>EMA20
SMA10>SMA50 + EMA5>EMA20 + Stoch_Cross_Up,3,382,290,75.92,2.49,SMA10>SMA50 + EMA5>EMA20 + Stoch_Cross_Up
SMA5>SMA20 + SMA20>SMA100 + SMA50>SMA200,3,995,755,75.88,3.02,SMA5>SMA20 + SMA20>SMA100 + SMA50>SMA200
SMA10>SMA50 + EMA5>EMA20 + EMA10>EMA50,3,1442,1094,75.87,2.64,SMA10>SMA50 + EMA5>EMA20 + EMA10>EMA50
Stoch_Cross_Up + ADX>20_PlusDI>MinusDI,2,344,261,75.87,2.45,Stoch_Cross_Up + ADX>20_PlusDI>MinusDI
SMA20>SMA100 + EMA10>EMA50 + Price>EMA20,3,1247,946,75.86,2.88,SMA20>SMA100 + EMA10>EMA50 + Price>EMA20
EMA10>EMA50 + Price>SMA50 + ADX>25,3,1081,820,75.86,2.75,EMA10>EMA50 + Price>SMA50 + ADX>25
SMA50>SMA200 + EMA5>EMA20 + Price>SMA20,3,985,747,75.84,3.05,SMA50>SMA200 + EMA5>EMA20 + Price>SMA20
EMA5>EMA20 + Price>EMA20 + Stoch_Cross_Up,3,422,320,75.83,2.45,EMA5>EMA20 + Price>EMA20 + Stoch_Cross_Up
EMA5>EMA20 + EMA10>EMA50 + Price>SMA50,3,1456,1104,75.82,2.66,EMA5>EMA20 + EMA10>EMA50 + Price>SMA50
SMA50>SMA200 + EMA5>EMA20 + ADX>20_PlusDI>MinusDI,3,781,592,75.8,3.26,SMA50>SMA200 + EMA5>EMA20 + ADX>20_PlusDI>MinusDI
SMA20>SMA100 + Price>SMA200 + ADX>20_PlusDI>MinusDI,3,921,698,75.79,3.14,SMA20>SMA100 + Price>SMA200 + ADX>20_PlusDI>MinusDI
SMA20>SMA100 + EMA10>EMA50 + ThreeGreenDays,3,194,147,75.77,2.87,SMA20>SMA100 + EMA10>EMA50 + ThreeGreenDays
SMA50>SMA200 + Price>SMA20,2,1022,774,75.73,3.0,SMA50>SMA200 + Price>SMA20
Price>SMA200 + ADX>25 + ADX>20_PlusDI>MinusDI,3,885,670,75.71,3.03,Price>SMA200 + ADX>25 + ADX>20_PlusDI>MinusDI
Price>SMA20 + BB_Squeeze + VolSpike>1.5,3,74,56,75.68,1.97,Price>SMA20 + BB_Squeeze + VolSpike>1.5
EMA5>EMA20 + Stoch_Cross_Up,2,423,320,75.65,2.44,EMA5>EMA20 + Stoch_Cross_Up
SMA50>SMA200 + Price>SMA20 + Price>SMA50,3,969,733,75.64,3.06,SMA50>SMA200 + Price>SMA20 + Price>SMA50
Price>SMA20 + Stoch_Cross_Up,2,447,338,75.62,2.37,Price>SMA20 + Stoch_Cross_Up
SMA50>SMA200 + Price>SMA20 + Price>EMA20,3,1004,759,75.6,3.03,SMA50>SMA200 + Price>SMA20 + Price>EMA20
EMA5>EMA20 + EMA10>EMA50,2,1469,1110,75.56,2.64,EMA5>EMA20 + EMA10>EMA50
Price>EMA20 + Stoch_Cross_Up + VolSpike>1.5,3,45,34,75.56,3.57,Price>EMA20 + Stoch_Cross_Up + VolSpike>1.5
SMA5>SMA20 + BB_Squeeze + ADX>20_PlusDI>MinusDI,3,441,333,75.51,1.77,SMA5>SMA20 + BB_Squeeze + ADX>20_PlusDI>MinusDI
SMA50>SMA200 + EMA10>EMA50 + Price>SMA20,3,972,734,75.51,3.05,SMA50>SMA200 + EMA10>EMA50 + Price>SMA20
Price>SMA20 + Price>EMA20 + Stoch_Cross_Up,3,436,329,75.46,2.4,Price>SMA20 + Price>EMA20 + Stoch_Cross_Up
SMA5>SMA20 + SMA50>SMA200,2,1043,787,75.46,2.84,SMA5>SMA20 + SMA50>SMA200
SMA50>SMA200 + Price>SMA20 + Price>SMA200,3,1002,756,75.45,3.02,SMA50>SMA200 + Price>SMA20 + Price>SMA200
SMA10>SMA50 + SMA50>SMA200 + Price>EMA20,3,965,728,75.44,3.01,SMA10>SMA50 + SMA50>SMA200 + Price>EMA20
SMA10>SMA50 + EMA5>EMA20 + Price>SMA200,3,1176,887,75.43,2.71,SMA10>SMA50 + EMA5>EMA20 + Price>SMA200
Price>SMA20 + BB_Squeeze + ADX>25,3,427,322,75.41,1.76,Price>SMA20 + BB_Squeeze + ADX>25
SMA5>SMA20 + SMA10>SMA50 + SMA50>SMA200,3,978,737,75.36,2.86,SMA5>SMA20 + SMA10>SMA50 + SMA50>SMA200
EMA10>EMA50 + Stoch_Cross_Up + ADX>25,3,280,211,75.36,2.5,EMA10>EMA50 + Stoch_Cross_Up + ADX>25
SMA10>SMA50 + SMA50>SMA200 + ADX>20_PlusDI>MinusDI,3,755,569,75.36,3.18,SMA10>SMA50 + SMA50>SMA200 + ADX>20_PlusDI>MinusDI
SMA5>SMA20 + SMA50>SMA200 + Price>SMA200,3,1026,773,75.34,2.87,SMA5>SMA20 + SMA50>SMA200 + Price>SMA200
SMA10>SMA50 + ThreeGreenDays,2,227,171,75.33,2.64,SMA10>SMA50 + ThreeGreenDays
Price>SMA20 + Price>SMA50 + Stoch_Cross_Up,3,397,299,75.31,2.47,Price>SMA20 + Price>SMA50 + Stoch_Cross_Up
EMA5>EMA20 + Price>SMA50 + Stoch_Cross_Up,3,397,299,75.31,2.46,EMA5>EMA20 + Price>SMA50 + Stoch_Cross_Up
SMA5>SMA20 + SMA50>SMA200 + Price>SMA50,3,992,747,75.3,2.9,SMA5>SMA20 + SMA50>SMA200 + Price>SMA50
SMA5>SMA20 + SMA50>SMA200 + EMA10>EMA50,3,1003,755,75.27,2.87,SMA5>SMA20 + SMA50>SMA200 + EMA10>EMA50
Price>SMA200 + VolSpike>1.5,2,194,146,75.26,3.37,Price>SMA200 + VolSpike>1.5
SMA20>SMA100 + SMA50>SMA200 + Price>EMA20,3,993,747,75.23,3.1,SMA20>SMA100 + SMA50>SMA200 + Price>EMA20
SMA10>SMA50 + EMA10>EMA50 + ThreeGreenDays,3,214,161,75.23,2.65,SMA10>SMA50 + EMA10>EMA50 + ThreeGreenDays
MACD>Signal + MACD_Hist>0 + ThreeGreenDays,3,230,173,75.22,2.69,MACD>Signal + MACD_Hist>0 + ThreeGreenDays
MACD_Hist>0 + ThreeGreenDays,2,230,173,75.22,2.69,MACD_Hist>0 + ThreeGreenDays
MACD>Signal + ThreeGreenDays,2,230,173,75.22,2.69,MACD>Signal + ThreeGreenDays
SMA5>SMA20 + SMA50>SMA200 + EMA5>EMA20,3,1016,764,75.2,2.88,SMA5>SMA20 + SMA50>SMA200 + EMA5>EMA20
SMA50>SMA200 + ADX>25 + VolSpike>1.5,3,137,103,75.18,3.86,SMA50>SMA200 + ADX>25 + VolSpike>1.5
Price>EMA20 + Stoch_Cross_Up,2,442,332,75.11,2.36,Price>EMA20 + Stoch_Cross_Up
EMA5>EMA20 + EMA10>EMA50 + Price>SMA200,3,1201,902,75.1,2.71,EMA5>EMA20 + EMA10>EMA50 + Price>SMA200
EMA5>EMA20 + Price>SMA50 + Price>SMA200,3,1197,899,75.1,2.71,EMA5>EMA20 + Price>SMA50 + Price>SMA200
SMA20>SMA100 + EMA5>EMA20 + Price>SMA200,3,1170,878,75.04,2.82,SMA20>SMA100 + EMA5>EMA20 + Price>SMA200
SMA50>SMA200 + Price>SMA50 + ADX>20_PlusDI>MinusDI,3,773,580,75.03,3.2,SMA50>SMA200 + Price>SMA50 + ADX>20_PlusDI>MinusDI
SMA50>SMA200 + EMA5>EMA20 + ADX>25,3,769,577,75.03,3.15,SMA50>SMA200 + EMA5>EMA20 + ADX>25
SMA5>SMA20 + GoldenCross_5_20 + ADX>25,3,20,15,75.0,2.87,SMA5>SMA20 + GoldenCross_5_20 + ADX>25
EMA5>EMA20 + EMA10>EMA50 + Stoch_Cross_Up,3,360,270,75.0,2.57,EMA5>EMA20 + EMA10>EMA50 + Stoch_Cross_Up
Price>SMA20 + RSI14_Rising,2,24,18,75.0,1.64,Price>SMA20 + RSI14_Rising
Stoch_Cross_Up + ADX>20_PlusDI>MinusDI + VolSpike>1.5,3,36,27,75.0,3.75,Stoch_Cross_Up + ADX>20_PlusDI>MinusDI + VolSpike>1.5
GoldenCross_5_20 + ADX>25,2,20,15,75.0,2.87,GoldenCross_5_20 + ADX>25
Price>SMA50 + Price>EMA20 + Stoch_Cross_Up,3,403,302,74.94,2.42,Price>SMA50 + Price>EMA20 + Stoch_Cross_Up
SMA50>SMA200 + EMA5>EMA20 + Price>EMA20,3,1005,753,74.93,2.97,SMA50>SMA200 + EMA5>EMA20 + Price>EMA20
EMA5>EMA20 + Price>SMA200,2,1220,914,74.92,2.69,EMA5>EMA20 + Price>SMA200
SMA20>SMA100 + Price>SMA50 + ADX>25,3,984,737,74.9,2.81,SMA20>SMA100 + Price>SMA50 + ADX>25
ADX>25 + VolSpike>1.5,2,215,161,74.88,3.16,ADX>25 + VolSpike>1.5
MACD_Hist>0 + BB_Squeeze + ADX>25,3,330,247,74.85,1.85,MACD_Hist>0 + BB_Squeeze + ADX>25
MACD>Signal + BB_Squeeze + ADX>25,3,330,247,74.85,1.85,MACD>Signal + BB_Squeeze + ADX>25
EMA10>EMA50 + Price>SMA20 + Stoch_Cross_Up,3,361,270,74.79,2.57,EMA10>EMA50 + Price>SMA20 + Stoch_Cross_Up
SMA50>SMA200 + Price>EMA20,2,1031,771,74.78,2.96,SMA50>SMA200 + Price>EMA20
SMA50>SMA200 + Price>SMA50 + Price>EMA20,3,994,743,74.75,2.98,SMA50>SMA200 + Price>SMA50 + Price>EMA20
SMA50>SMA200 + Price>SMA200 + Price>EMA20,3,1021,763,74.73,2.97,SMA50>SMA200 + Price>SMA200 + Price>EMA20
SMA50>SMA200 + EMA10>EMA50 + Price>EMA20,3,996,744,74.7,2.98,SMA50>SMA200 + EMA10>EMA50 + Price>EMA20
SMA5>SMA20 + BB_Squeeze + ThreeGreenDays,3,79,59,74.68,1.86,SMA5>SMA20 + BB_Squeeze + ThreeGreenDays
Price>SMA200 + ADX>20_PlusDI>MinusDI,2,974,727,74.64,2.91,Price>SMA200 + ADX>20_PlusDI>MinusDI
SMA10>SMA50 + Price>SMA50,2,1613,1204,74.64,2.4,SMA10>SMA50 + Price>SMA50
SMA10>SMA50 + ADX>25,2,1159,865,74.63,2.5,SMA10>SMA50 + ADX>25
SMA10>SMA50 + SMA20>SMA100 + EMA5>EMA20,3,1268,946,74.61,2.68,SMA10>SMA50 + SMA20>SMA100 + EMA5>EMA20
SMA20>SMA100 + EMA5>EMA20 + Price>SMA50,3,1283,957,74.59,2.7,SMA20>SMA100 + EMA5>EMA20 + Price>SMA50
SMA20>SMA100 + EMA5>EMA20 + Stoch_Cross_Up,3,318,237,74.53,2.67,SMA20>SMA100 + EMA5>EMA20 + Stoch_Cross_Up
SMA20>SMA100 + SMA50>SMA200 + ADX>20_PlusDI>MinusDI,3,797,594,74.53,3.24,SMA20>SMA100 + SMA50>SMA200 + ADX>20_PlusDI>MinusDI
Price>SMA200 + MACD>Signal + BB_Squeeze,3,98,73,74.49,1.64,Price>SMA200 + MACD>Signal + BB_Squeeze
Price>SMA200 + MACD_Hist>0 + BB_Squeeze,3,98,73,74.49,1.64,Price>SMA200 + MACD_Hist>0 + BB_Squeeze
SMA50>SMA200 + ADX>25 + ADX>20_PlusDI>MinusDI,3,783,583,74.46,3.06,SMA50>SMA200 + ADX>25 + ADX>20_PlusDI>MinusDI
SMA20>SMA100 + Price>SMA20 + Stoch_Cross_Up,3,321,239,74.45,2.65,SMA20>SMA100 + Price>SMA20 + Stoch_Cross_Up
SMA10>SMA50 + EMA10>EMA50 + ADX>25,3,1103,821,74.43,2.57,SMA10>SMA50 + EMA10>EMA50 + ADX>25
EMA5>EMA20 + Price>SMA200 + Stoch_Cross_Up,3,301,224,74.42,2.6,EMA5>EMA20 + Price>SMA200 + Stoch_Cross_Up
MACD>Signal + Stoch_Cross_Up + VolSpike>1.5,3,43,32,74.42,3.44,MACD>Signal + Stoch_Cross_Up + VolSpike>1.5
MACD_Hist>0 + Stoch_Cross_Up + VolSpike>1.5,3,43,32,74.42,3.44,MACD_Hist>0 + Stoch_Cross_Up + VolSpike>1.5
SMA50>SMA200 + EMA10>EMA50 + ADX>20_PlusDI>MinusDI,3,797,593,74.4,3.11,SMA50>SMA200 + EMA10>EMA50 + ADX>20_PlusDI>MinusDI
EMA10>EMA50 + Price>EMA20 + Stoch_Cross_Up,3,367,273,74.39,2.52,EMA10>EMA50 + Price>EMA20 + Stoch_Cross_Up
SMA20>SMA100 + EMA5>EMA20,2,1300,967,74.38,2.69,SMA20>SMA100 + EMA5>EMA20
Price>EMA20 + BB_Squeeze + VolSpike>1.5,3,70,52,74.29,1.84,Price>EMA20 + BB_Squeeze + VolSpike>1.5
SMA20>SMA100 + EMA5>EMA20 + EMA10>EMA50,3,1295,962,74.29,2.68,SMA20>SMA100 + EMA5>EMA20 + EMA10>EMA50
SMA10>SMA50 + Price>SMA50 + Stoch_Cross_Up,3,400,297,74.25,2.32,SMA10>SMA50 + Price>SMA50 + Stoch_Cross_Up
Price>SMA20 + Price>SMA200 + Stoch_Cross_Up,3,306,227,74.18,2.57,Price>SMA20 + Price>SMA200 + Stoch_Cross_Up
SMA5>SMA20 + BB_Squeeze + ADX>25,3,448,332,74.11,1.59,SMA5>SMA20 + BB_Squeeze + ADX>25
Price>EMA20 + BB_Squeeze + ADX>20_PlusDI>MinusDI,3,413,306,74.09,1.73,Price>EMA20 + BB_Squeeze + ADX>20_PlusDI>MinusDI
Price>SMA50,1,1669,1235,74.0,2.38,Price>SMA50
EMA10>EMA50 + ThreeGreenDays,2,223,165,73.99,2.57,EMA10>EMA50 + ThreeGreenDays
SMA20>SMA100 + SMA50>SMA200 + EMA5>EMA20,3,1025,758,73.95,2.89,SMA20>SMA100 + SMA50>SMA200 + EMA5>EMA20
SMA20>SMA100 + Price>EMA20 + Stoch_Cross_Up,3,326,241,73.93,2.6,SMA20>SMA100 + Price>EMA20 + Stoch_Cross_Up
MACD>Signal,1,1626,1202,73.92,2.48,MACD>Signal
MACD_Hist>0,1,1626,1202,73.92,2.48,MACD_Hist>0
MACD>Signal + MACD_Hist>0,2,1626,1202,73.92,2.48,MACD>Signal + MACD_Hist>0
EMA5>EMA20 + Stoch_Cross_Up + VolSpike>1.5,3,46,34,73.91,3.42,EMA5>EMA20 + Stoch_Cross_Up + VolSpike>1.5
Price>SMA50 + Price>SMA200 + ADX>25,3,927,685,73.89,2.76,Price>SMA50 + Price>SMA200 + ADX>25
SMA10>SMA50 + SMA50>SMA200 + EMA5>EMA20,3,1007,744,73.88,2.78,SMA10>SMA50 + SMA50>SMA200 + EMA5>EMA20
SMA50>SMA200 + Price>SMA200 + VolSpike>1.5,3,176,130,73.86,3.48,SMA50>SMA200 + Price>SMA200 + VolSpike>1.5
SMA10>SMA50 + Price>SMA200 + ThreeGreenDays,3,176,130,73.86,2.7,SMA10>SMA50 + Price>SMA200 + ThreeGreenDays
SMA10>SMA50 + EMA10>EMA50 + Price>SMA50,3,1517,1120,73.83,2.42,SMA10>SMA50 + EMA10>EMA50 + Price>SMA50
Stoch_Cross_Up + ADX>20_PlusDI>MinusDI + ThreeGreenDays,3,42,31,73.81,2.55,Stoch_Cross_Up + ADX>20_PlusDI>MinusDI + ThreeGreenDays
SMA10>SMA50 + Price>SMA50 + Price>SMA200,3,1237,912,73.73,2.49,SMA10>SMA50 + Price>SMA50 + Price>SMA200
Price>SMA200 + Price>EMA20 + Stoch_Cross_Up,3,311,229,73.63,2.52,Price>SMA200 + Price>EMA20 + Stoch_Cross_Up
SMA50>SMA200 + EMA5>EMA20 + Price>SMA50,3,1027,756,73.61,2.78,SMA50>SMA200 + EMA5>EMA20 + Price>SMA50
EMA10>EMA50 + Price>SMA50,2,1540,1133,73.57,2.42,EMA10>EMA50 + Price>SMA50
EMA10>EMA50 + ADX>25,2,1141,839,73.53,2.5,EMA10>EMA50 + ADX>25
SMA50>SMA200 + Price>SMA20 + Stoch_Cross_Up,3,268,197,73.51,2.73,SMA50>SMA200 + Price>SMA20 + Stoch_Cross_Up
SMA50>SMA200 + EMA5>EMA20 + EMA10>EMA50,3,1034,760,73.5,2.77,SMA50>SMA200 + EMA5>EMA20 + EMA10>EMA50
Price>SMA200 + Stoch_Cross_Up + ADX>20_PlusDI>MinusDI,3,249,183,73.49,2.68,Price>SMA200 + Stoch_Cross_Up + ADX>20_PlusDI>MinusDI
SMA50>SMA200 + EMA5>EMA20,2,1055,775,73.46,2.76,SMA50>SMA200 + EMA5>EMA20
SMA50>SMA200 + EMA5>EMA20 + Stoch_Cross_Up,3,260,191,73.46,2.78,SMA50>SMA200 + EMA5>EMA20 + Stoch_Cross_Up
EMA10>EMA50 + Price>SMA50 + Price>SMA200,3,1258,924,73.45,2.51,EMA10>EMA50 + Price>SMA50 + Price>SMA200
SMA10>SMA50 + Price>SMA200 + ADX>25,3,930,683,73.44,2.69,SMA10>SMA50 + Price>SMA200 + ADX>25
SMA50>SMA200 + EMA5>EMA20 + Price>SMA200,3,1050,771,73.43,2.76,SMA50>SMA200 + EMA5>EMA20 + Price>SMA200
