date,sp500,nasdaq,gold,dxy,vix,us10y
2019-12-27,294.29315185546875,205.63409423828125,1513.800048828125,96.91999816894531,13.430000305175781,1.8739999532699585
2019-12-30,292.67059326171875,204.28639221191406,1514.5,96.73999786376953,14.819999694824219,1.8949999809265137
2019-12-31,293.38165283203125,204.6714630126953,1519.5,96.38999938964844,13.779999732971191,1.9190000295639038
2020-01-02,296.1252746582031,208.0889129638672,1524.5,96.8499984741211,12.470000267028809,1.8819999694824219
2020-01-03,293.88287353515625,206.1827850341797,1549.199951171875,96.83999633789062,14.020000457763672,1.7879999876022339
2020-01-06,295.004150390625,207.51126098632812,1566.199951171875,96.66999816894531,13.850000381469727,1.8109999895095825
2020-01-07,294.1746826171875,207.48239135742188,1571.800048828125,96.9800033569336,13.789999961853027,1.8270000219345093
2020-01-08,295.742431640625,209.0419158935547,1557.4000244140625,97.30000305175781,13.449999809265137,1.8739999532699585
2020-01-09,297.7478332519531,210.813232421875,1551.699951171875,97.44999694824219,12.539999961853027,1.8580000400543213
2020-01-10,296.8909912109375,210.27410888671875,1557.5,97.36000061035156,12.5600004196167,1.8250000476837158
2020-01-13,298.93280029296875,212.70001220703125,1548.4000244140625,97.3499984741211,12.319999694824219,1.8480000495910645
2020-01-14,298.47705078125,211.8624725341797,1542.4000244140625,97.37000274658203,12.390000343322754,1.8179999589920044
2020-01-15,299.1514892578125,211.94915771484375,1552.0999755859375,97.2300033569336,12.420000076293945,1.7879999876022339
2020-01-16,301.6399841308594,213.98036193847656,1549.0,97.31999969482422,12.319999694824219,1.809000015258789
2020-01-17,302.5788269042969,215.03929138183594,1558.800048828125,97.61000061035156,12.100000381469727,1.8359999656677246
2020-01-21,301.9863586425781,214.94300842285156,1556.4000244140625,97.52999877929688,12.850000381469727,1.7690000534057617
